participantID,taskID,Condition,Accuracy,Time,Order,Confidence,Difficulty,Answer
5b84c2a21e35f00001743866,S-task04,adjMatrix,1,0.9333333333333333,12,7,3,
5b84c2a21e35f00001743866,S-task02,adjMatrix,1,1.2,9,7,1,
5b84c2a21e35f00001743866,S-task16,adjMatrix,1,4.183333333333334,15,7,1,More institutions have been joining over time
5b8772eacf366b00015e7795,S-task12,adjMatrix,0,5.866666666666666,8,5,3,750
5b8772eacf366b00015e7795,S-task03,adjMatrix,0,2.816666666666667,5,3,4,
5b8772eacf366b00015e7795,S-task15,adjMatrix,1,2.6333333333333333,14,4,4,
5b8772eacf366b00015e7795,S-task11,adjMatrix,1,1,12,7,1,
5b8772eacf366b00015e7795,S-task09,adjMatrix,1,0.8666666666666667,6,6,1,4
5b8772eacf366b00015e7795,S-task16,adjMatrix,1,6.916666666666667,15,7,1,The vast amount of information on the network that can be combed though easily and quickly.  Once you get the hang of it the setup is pretty impressive.
5b8772eacf366b00015e7795,S-task08,adjMatrix,1,1.75,13,6,1,
5b8772eacf366b00015e7795,S-task13,adjMatrix,1,1.6666666666666667,4,6,1,
5b8772eacf366b00015e7795,S-task02,adjMatrix,1,0.5166666666666667,10,7,1,
5b8772eacf366b00015e7795,S-task04,adjMatrix,1,2.2333333333333334,0,7,6,
5b8772eacf366b00015e7795,S-task05,adjMatrix,1,1.1166666666666667,9,6,2,
5b8772eacf366b00015e7795,S-task06,adjMatrix,1,0.7833333333333333,2,7,2,
5b8772eacf366b00015e7795,S-task01,adjMatrix,1,0.6666666666666666,3,7,1,
5b8772eacf366b00015e7795,S-task07,adjMatrix,1,2.6166666666666667,11,7,1,
5b8772eacf366b00015e7795,S-task10,adjMatrix,1,1.9,7,6,3,
5b8772eacf366b00015e7795,S-task14,adjMatrix,1,3.4,1,2,5,
5b8e01754457e80001f2ea75,S-task09,nodeLink,1,0.8333333333333334,13,6,1,4
5b8e01754457e80001f2ea75,S-task04,nodeLink,1,0.2833333333333333,5,7,1,
5b8e01754457e80001f2ea75,S-task01,nodeLink,1,1.0166666666666666,11,7,1,
5b8e01754457e80001f2ea75,S-task02,nodeLink,1,9.383333333333333,12,7,1,
5b8e01754457e80001f2ea75,S-task12,nodeLink,0,6.583333333333333,10,4,4,11650
5b8e01754457e80001f2ea75,S-task14,nodeLink,1,0.7666666666666667,6,7,1,
5b8e01754457e80001f2ea75,S-task08,nodeLink,1,1.95,0,7,2,
5b8e01754457e80001f2ea75,S-task13,nodeLink,1,0.9333333333333333,7,7,1,
5b8e01754457e80001f2ea75,S-task06,nodeLink,1,0.7333333333333333,2,7,1,
5b8e01754457e80001f2ea75,S-task10,nodeLink,1,0.7333333333333333,3,7,1,
5b8e01754457e80001f2ea75,S-task11,nodeLink,1,0.35,9,7,1,
5b8e01754457e80001f2ea75,S-task15,nodeLink,1,1.2166666666666666,14,6,1,
5b8e01754457e80001f2ea75,S-task07,nodeLink,1,2.1666666666666665,4,7,1,
5b8e01754457e80001f2ea75,S-task03,nodeLink,1,3.2333333333333334,1,6,4,
5b8e01754457e80001f2ea75,S-task05,nodeLink,1,0.65,8,7,1,
5b8e01754457e80001f2ea75,S-task16,nodeLink,1,9.133333333333333,15,7,7,Way too much information to peruse to find anything meaningful.
5b9081da3e7f4700014685da,S-task11,nodeLink,1,0.5333333333333333,13,6,2,
5b9081da3e7f4700014685da,S-task07,nodeLink,0.5,0.7166666666666667,4,5,4,
5b9081da3e7f4700014685da,S-task10,nodeLink,1,0.8333333333333334,0,6,4,
5b9081da3e7f4700014685da,S-task05,nodeLink,1,0.5666666666666667,5,6,3,
5b9081da3e7f4700014685da,S-task03,nodeLink,0,1.7,12,3,5,
5b9081da3e7f4700014685da,S-task15,nodeLink,1,2,14,5,5,
5b9081da3e7f4700014685da,S-task02,nodeLink,0,2.95,6,5,6,
5b9081da3e7f4700014685da,S-task09,nodeLink,1,0.7833333333333333,10,6,5,4
5b9081da3e7f4700014685da,S-task16,nodeLink,1,1.85,15,5,4,There are clusters based around certain accounts (e.g. Robert Rob and Lane). These accounts are almost always run by a person and not a business which is not something I expected. The clusters also feature people from across the world which is another interesting feature
5b9081da3e7f4700014685da,S-task01,nodeLink,1,1.0833333333333333,3,5,3,
5b9081da3e7f4700014685da,S-task06,nodeLink,1,0.6333333333333333,7,5,4,
5b9081da3e7f4700014685da,S-task04,nodeLink,1,0.35,1,7,2,
5b9081da3e7f4700014685da,S-task14,nodeLink,1,2.216666666666667,2,5,5,
5b9081da3e7f4700014685da,S-task12,nodeLink,0,4.25,11,3,7,250
5b9081da3e7f4700014685da,S-task13,nodeLink,1,0.4,8,5,4,
5b9081da3e7f4700014685da,S-task08,nodeLink,0,2.533333333333333,9,6,5,
5b97f8988ae8150001c7a887,S-task13,adjMatrix,0,1.6166666666666667,4,4,4,
5b97f8988ae8150001c7a887,S-task04,adjMatrix,1,1.2666666666666666,6,7,4,
5b97f8988ae8150001c7a887,S-task12,adjMatrix,0,3.6666666666666665,2,5,4,800
5b97f8988ae8150001c7a887,S-task09,adjMatrix,1,0.9833333333333333,9,6,2,4
5b97f8988ae8150001c7a887,S-task03,adjMatrix,1,2.9,5,4,5,
5b97f8988ae8150001c7a887,S-task02,adjMatrix,1,0.6666666666666666,13,6,3,
5b97f8988ae8150001c7a887,S-task01,adjMatrix,1,0.4,12,7,2,
5b97f8988ae8150001c7a887,S-task08,adjMatrix,1,4.1,7,4,6,
5b97f8988ae8150001c7a887,S-task11,adjMatrix,1,1.2833333333333334,1,6,2,
5b97f8988ae8150001c7a887,S-task07,adjMatrix,1,1.95,8,5,3,
5b97f8988ae8150001c7a887,S-task14,adjMatrix,1,2.216666666666667,14,5,6,
5b97f8988ae8150001c7a887,S-task16,adjMatrix,1,2.2666666666666666,15,4,6,There are some accounts that are new but have a lot of followers.  There doesn't seem to be a correlation between number of followers and number of tweets.
5b97f8988ae8150001c7a887,S-task06,adjMatrix,1,1,0,6,2,
5b97f8988ae8150001c7a887,S-task10,adjMatrix,1,2.033333333333333,10,6,4,
5b97f8988ae8150001c7a887,S-task15,adjMatrix,1,2.05,11,4,6,
5b97f8988ae8150001c7a887,S-task05,adjMatrix,0,1.1333333333333333,3,4,4,
5b986afa4cac420001e389ea,S-task08,adjMatrix,0,6,0,4,6,
5b986afa4cac420001e389ea,S-task16,adjMatrix,1,4.983333333333333,15,2,5,I think the cluster between Teo and Jeffrey is very dense as far as interactions go. Jefferey seems to have the widest spread of accounts they interact with while Teo interacts with quite few.
5b986afa4cac420001e389ea,S-task05,adjMatrix,0,0.6333333333333333,14,7,1,
5b986afa4cac420001e389ea,S-task07,adjMatrix,1,2.033333333333333,12,6,3,
5b986afa4cac420001e389ea,S-task11,adjMatrix,1,1.3333333333333333,7,6,2,
5b986afa4cac420001e389ea,S-task15,adjMatrix,0,1.9666666666666666,6,2,6,
5b986afa4cac420001e389ea,S-task03,adjMatrix,1,3.6,4,2,5,
5b986afa4cac420001e389ea,S-task01,adjMatrix,1,0.43333333333333335,5,7,1,
5b986afa4cac420001e389ea,S-task06,adjMatrix,1,0.9,10,7,1,
5b986afa4cac420001e389ea,S-task10,adjMatrix,1,1.9,11,7,1,
5b986afa4cac420001e389ea,S-task04,adjMatrix,1,0.7,9,7,1,
5b986afa4cac420001e389ea,S-task02,adjMatrix,0.5,0.75,3,6,2,
5b986afa4cac420001e389ea,S-task09,adjMatrix,1,1.25,1,6,2,4
5b986afa4cac420001e389ea,S-task14,adjMatrix,0,1.8333333333333333,2,3,5,
5b986afa4cac420001e389ea,S-task13,adjMatrix,1,3.35,8,2,6,
5b986afa4cac420001e389ea,S-task12,adjMatrix,0,3.45,13,1,7,550
5b99bd4d8207940001a0a62a,S-task02,nodeLink,1,3.6333333333333333,6,6,5,
5b99bd4d8207940001a0a62a,S-task01,nodeLink,1,0.55,4,7,5,
5b99bd4d8207940001a0a62a,S-task09,nodeLink,0,0.5833333333333334,3,7,2,2
5b99bd4d8207940001a0a62a,S-task11,nodeLink,1,0.23333333333333334,14,6,1,
5b99bd4d8207940001a0a62a,S-task04,nodeLink,1,0.2833333333333333,9,7,1,
5b99bd4d8207940001a0a62a,S-task07,nodeLink,1,0.9333333333333333,8,7,2,
5b99bd4d8207940001a0a62a,S-task15,nodeLink,1,0.85,2,7,2,
5b99bd4d8207940001a0a62a,S-task12,nodeLink,0,3.966666666666667,11,5,6,450
5b99bd4d8207940001a0a62a,S-task14,nodeLink,1,0.5666666666666667,5,7,2,
5b99bd4d8207940001a0a62a,S-task16,nodeLink,1,4.95,15,6,4,MViews has so many followers compared to the tweets and the account age but if it is an institution it might make more sense than if the account was a person. Also usually if the account is the center of a very complicated cluster it is a person with a lot of followers. I found that all of the institution accounts are either from North America or Europe.
5b99bd4d8207940001a0a62a,S-task08,nodeLink,1,1.8833333333333333,0,7,5,
5b99bd4d8207940001a0a62a,S-task06,nodeLink,1,0.2833333333333333,12,7,1,
5b99bd4d8207940001a0a62a,S-task13,nodeLink,1,0.9666666666666667,7,7,2,
5b99bd4d8207940001a0a62a,S-task10,nodeLink,1,0.65,13,7,3,
5b99bd4d8207940001a0a62a,S-task05,nodeLink,1,0.38333333333333336,10,7,1,
5b99bd4d8207940001a0a62a,S-task03,nodeLink,0.5,2.6333333333333333,1,5,7,
5ba1387c2000c10001b71649,S-task06,adjMatrix,1,0.6333333333333333,2,6,2,
5ba1387c2000c10001b71649,S-task07,adjMatrix,1,2.183333333333333,12,4,2,
5ba1387c2000c10001b71649,S-task14,adjMatrix,1,0.8,10,2,5,
5ba1387c2000c10001b71649,S-task09,adjMatrix,1,0.5666666666666667,13,4,2,4
5ba1387c2000c10001b71649,S-task03,adjMatrix,1,1.5,3,3,5,
5ba1387c2000c10001b71649,S-task12,adjMatrix,0,5.116666666666666,0,2,7,600
5ba1387c2000c10001b71649,S-task01,adjMatrix,1,0.23333333333333334,9,5,2,
5ba1387c2000c10001b71649,S-task16,adjMatrix,1,1.7,15,1,7,Honestly I'm having so much trouble parsing this information after a lacklustre introduction that even if there were I wouldn't be able to spot it.There's a big ol' cluster in one corner I guess?
5ba1387c2000c10001b71649,S-task05,adjMatrix,0,0.65,7,4,3,
5ba1387c2000c10001b71649,S-task15,adjMatrix,0,3.3666666666666667,14,1,7,
5ba1387c2000c10001b71649,S-task04,adjMatrix,1,1.6,1,5,2,
5ba1387c2000c10001b71649,S-task11,adjMatrix,1,0.7333333333333333,11,2,2,
5ba1387c2000c10001b71649,S-task13,adjMatrix,1,0.7666666666666667,4,5,3,
5ba1387c2000c10001b71649,S-task10,adjMatrix,0.75,0.8166666666666667,5,3,3,
5ba1387c2000c10001b71649,S-task02,adjMatrix,1,0.35,6,7,1,
5ba1387c2000c10001b71649,S-task08,adjMatrix,1,2.1,8,5,3,
5ba1beaecc5dd00001673e39,S-task14,nodeLink,1,0.8666666666666667,8,7,1,
5ba1beaecc5dd00001673e39,S-task06,nodeLink,1,0.8333333333333334,9,7,2,
5ba1beaecc5dd00001673e39,S-task15,nodeLink,1,1.0833333333333333,3,7,2,
5ba1beaecc5dd00001673e39,S-task05,nodeLink,1,1.0666666666666667,1,7,1,
5ba1beaecc5dd00001673e39,S-task12,nodeLink,0,5.616666666666666,0,3,5,452
5ba1beaecc5dd00001673e39,S-task07,nodeLink,1,1.1666666666666667,11,7,2,
5ba1beaecc5dd00001673e39,S-task08,nodeLink,1,1.5,4,6,3,
5ba1beaecc5dd00001673e39,S-task13,nodeLink,1,1.1,12,6,3,
5ba1beaecc5dd00001673e39,S-task11,nodeLink,1,0.4666666666666667,13,7,1,
5ba1beaecc5dd00001673e39,S-task04,nodeLink,1,0.35,2,7,1,
5ba1beaecc5dd00001673e39,S-task03,nodeLink,1,2.716666666666667,5,3,5,
5ba1beaecc5dd00001673e39,S-task09,nodeLink,1,0.7,14,7,2,4
5ba1beaecc5dd00001673e39,S-task01,nodeLink,1,0.6166666666666667,7,7,1,
5ba1beaecc5dd00001673e39,S-task10,nodeLink,1,0.6833333333333333,6,7,6,
5ba1beaecc5dd00001673e39,S-task02,nodeLink,1,1.4166666666666667,10,7,3,
5ba1beaecc5dd00001673e39,S-task16,nodeLink,1,3.2333333333333334,15,4,4,Robert Rob Alex and Jeffrey seem to be pretty central figures. However it's interesting that Alex Jeffrey and Rob all have relatively few tweets. Compare that to someone like Teo who has few connections but has tons of tweets and followers.
5ba81e70c2358e0001d27708,S-task15,adjMatrix,0,1.4,12,1,7,
5ba81e70c2358e0001d27708,S-task12,adjMatrix,0,1.3166666666666667,10,1,5,4000
5ba81e70c2358e0001d27708,S-task16,adjMatrix,1,0.8666666666666667,15,7,1,Theres nothing particularly surprising no but the layout of the network is very intriguing 
5ba81e70c2358e0001d27708,S-task08,adjMatrix,1,4.5,0,6,5,
5ba81e70c2358e0001d27708,S-task11,adjMatrix,1,0.7333333333333333,14,7,4,
5ba81e70c2358e0001d27708,S-task04,adjMatrix,1,0.7166666666666667,9,7,2,
5ba81e70c2358e0001d27708,S-task03,adjMatrix,1,0.9666666666666667,2,3,3,
5ba81e70c2358e0001d27708,S-task13,adjMatrix,0,1.5166666666666666,1,1,7,
5ba81e70c2358e0001d27708,S-task05,adjMatrix,1,0.5833333333333334,11,7,1,
5ba81e70c2358e0001d27708,S-task14,adjMatrix,1,1.3666666666666667,5,2,7,
5ba81e70c2358e0001d27708,S-task09,adjMatrix,1,0.7333333333333333,7,5,2,4
5ba81e70c2358e0001d27708,S-task01,adjMatrix,1,0.7333333333333333,3,7,1,
5ba81e70c2358e0001d27708,S-task06,adjMatrix,1,0.7333333333333333,6,1,2,
5ba81e70c2358e0001d27708,S-task07,adjMatrix,1,1.3,8,6,3,
5ba81e70c2358e0001d27708,S-task02,adjMatrix,1,0.7166666666666667,13,6,1,
5ba81e70c2358e0001d27708,S-task10,adjMatrix,1,1.95,4,7,2,
5ba85e7eb3b5400001ce044e,S-task09,adjMatrix,1,0.8666666666666667,6,7,1,4
5ba85e7eb3b5400001ce044e,S-task02,adjMatrix,1,1.1666666666666667,1,7,2,
5ba85e7eb3b5400001ce044e,S-task16,adjMatrix,1,6.333333333333333,15,1,7,Jeffrey and Robert have the most neighbors and they have some overlap. 
5ba85e7eb3b5400001ce044e,S-task10,adjMatrix,1,2.8833333333333333,8,6,5,
5ba85e7eb3b5400001ce044e,S-task04,adjMatrix,1,0.7666666666666667,3,7,1,
5ba85e7eb3b5400001ce044e,S-task14,adjMatrix,1,2.25,10,6,5,
5ba85e7eb3b5400001ce044e,S-task11,adjMatrix,1,1.2166666666666666,11,7,2,
5ba85e7eb3b5400001ce044e,S-task06,adjMatrix,1,0.7833333333333333,5,7,2,
5ba85e7eb3b5400001ce044e,S-task12,adjMatrix,0.7175855321878319,4.616666666666666,2,4,7,750
5ba85e7eb3b5400001ce044e,S-task08,adjMatrix,1,6.2,12,4,7,
5ba85e7eb3b5400001ce044e,S-task07,adjMatrix,1,1.75,4,6,4,
5ba85e7eb3b5400001ce044e,S-task05,adjMatrix,1,1.35,7,7,1,
5ba85e7eb3b5400001ce044e,S-task13,adjMatrix,1,1.1666666666666667,13,6,4,
5ba85e7eb3b5400001ce044e,S-task01,adjMatrix,1,0.48333333333333334,14,7,1,
5ba85e7eb3b5400001ce044e,S-task15,adjMatrix,1,3.0833333333333335,0,5,7,
5ba85e7eb3b5400001ce044e,S-task03,adjMatrix,0.5,5.583333333333333,9,2,7,
5ba8a1d2c16a9c0001497a21,S-task04,nodeLink,1,0.3,5,7,1,
5ba8a1d2c16a9c0001497a21,S-task10,nodeLink,1,0.6666666666666666,4,7,1,
5ba8a1d2c16a9c0001497a21,S-task02,nodeLink,1,2,7,7,6,
5ba8a1d2c16a9c0001497a21,S-task16,nodeLink,1,2.283333333333333,15,1,7,I don't really know what I'm looking for so no I don't see anything surprising or particularly interesting in the network.
5ba8a1d2c16a9c0001497a21,S-task05,nodeLink,1,0.43333333333333335,10,7,1,
5ba8a1d2c16a9c0001497a21,S-task01,nodeLink,1,0.48333333333333334,14,7,2,
5ba8a1d2c16a9c0001497a21,S-task08,nodeLink,1,1.0666666666666667,12,5,3,
5ba8a1d2c16a9c0001497a21,S-task07,nodeLink,1,1.7166666666666666,0,7,2,
5ba8a1d2c16a9c0001497a21,S-task15,nodeLink,1,0.8666666666666667,2,6,2,
5ba8a1d2c16a9c0001497a21,S-task14,nodeLink,1,0.8833333333333333,3,7,1,
5ba8a1d2c16a9c0001497a21,S-task12,nodeLink,0,1.8166666666666667,8,1,7,500
5ba8a1d2c16a9c0001497a21,S-task11,nodeLink,1,0.45,6,7,1,
5ba8a1d2c16a9c0001497a21,S-task06,nodeLink,1,0.26666666666666666,13,7,1,
5ba8a1d2c16a9c0001497a21,S-task13,nodeLink,1,0.7,11,7,2,
5ba8a1d2c16a9c0001497a21,S-task09,nodeLink,1,0.7166666666666667,9,7,2,4
5ba8a1d2c16a9c0001497a21,S-task03,nodeLink,1,2.1333333333333333,1,5,5,
5ba9a99738803d00012729de,S-task08,adjMatrix,1,3.15,9,4,4,
5ba9a99738803d00012729de,S-task04,adjMatrix,1,0.6833333333333333,12,7,1,
5ba9a99738803d00012729de,S-task07,adjMatrix,1,3.6666666666666665,5,4,5,
5ba9a99738803d00012729de,S-task09,adjMatrix,1,0.8166666666666667,4,6,2,4
5ba9a99738803d00012729de,S-task14,adjMatrix,1,0.7833333333333333,6,4,4,
5ba9a99738803d00012729de,S-task05,adjMatrix,1,1.5333333333333334,11,6,1,
5ba9a99738803d00012729de,S-task03,adjMatrix,0,3.95,3,1,6,
5ba9a99738803d00012729de,S-task02,adjMatrix,1,0.6833333333333333,8,7,1,
5ba9a99738803d00012729de,S-task12,adjMatrix,0,4.883333333333334,10,4,4,750
5ba9a99738803d00012729de,S-task10,adjMatrix,0.75,2.05,7,6,2,
5ba9a99738803d00012729de,S-task16,adjMatrix,1,7.016666666666667,15,5,4,The person with the oldest account (Lynn) has very few interactions within the network but a relatively large number of followers and tweets. The institutions generally seem to have fewer tweets than the people but they also seem to be more likely to have a large number of followers in spite of having few tweets (with a few exceptions people with few tweets generally have few followers). It also seems that the European accounts seem to have more of a tendency to have few followers and few tweets -- maybe this suggests that Twitter is less widely-used in their countries?
5ba9a99738803d00012729de,S-task13,adjMatrix,1,1.5,2,3,5,
5ba9a99738803d00012729de,S-task01,adjMatrix,1,0.6,0,6,1,
5ba9a99738803d00012729de,S-task06,adjMatrix,1,0.9833333333333333,1,6,2,
5ba9a99738803d00012729de,S-task15,adjMatrix,1,4.65,13,2,6,
5ba9a99738803d00012729de,S-task11,adjMatrix,1,1.0166666666666666,14,7,1,
5bad60642259980001c84ccf,S-task08,nodeLink,0,1.6333333333333333,11,4,4,
5bad60642259980001c84ccf,S-task11,nodeLink,1,0.5,8,6,1,
5bad60642259980001c84ccf,S-task07,nodeLink,1,1.3833333333333333,3,6,3,
5bad60642259980001c84ccf,S-task03,nodeLink,1,1.5166666666666666,0,5,4,
5bad60642259980001c84ccf,S-task05,nodeLink,1,0.35,14,6,2,
5bad60642259980001c84ccf,S-task06,nodeLink,1,0.45,5,6,1,
5bad60642259980001c84ccf,S-task16,nodeLink,1,1.35,15,2,6,MViews has a lot of followers but few tweets and his account is new
5bad60642259980001c84ccf,S-task12,nodeLink,0,2.7333333333333334,10,1,7,450
5bad60642259980001c84ccf,S-task09,nodeLink,1,0.8666666666666667,13,5,3,4
5bad60642259980001c84ccf,S-task10,nodeLink,1,0.5333333333333333,12,6,2,
5bad60642259980001c84ccf,S-task04,nodeLink,1,0.3333333333333333,6,6,1,
5bad60642259980001c84ccf,S-task15,nodeLink,1,2.066666666666667,1,6,4,
5bad60642259980001c84ccf,S-task02,nodeLink,0,1.4333333333333333,2,5,5,
5bad60642259980001c84ccf,S-task01,nodeLink,1,0.8166666666666667,9,6,2,
5bad60642259980001c84ccf,S-task13,nodeLink,1,0.7166666666666667,7,5,3,
5bad60642259980001c84ccf,S-task14,nodeLink,1,0.8833333333333333,4,6,2,
5bafd12a70f8df0001be84a7,S-task02,nodeLink,0,1.3833333333333333,11,4,5,
5bafd12a70f8df0001be84a7,S-task03,nodeLink,0,1.8333333333333333,9,5,4,
5bafd12a70f8df0001be84a7,S-task14,nodeLink,1,3.3,3,6,4,
5bafd12a70f8df0001be84a7,S-task06,nodeLink,0,2.2,10,4,4,
5bafd12a70f8df0001be84a7,S-task08,nodeLink,0.5,3.5166666666666666,4,5,4,
5bafd12a70f8df0001be84a7,S-task01,nodeLink,1,1.6,1,7,3,
5bafd12a70f8df0001be84a7,S-task07,nodeLink,0,2.9166666666666665,14,5,4,
5bafd12a70f8df0001be84a7,S-task09,nodeLink,0,1.4,13,6,2,4
5bafd12a70f8df0001be84a7,S-task11,nodeLink,1,1.5666666666666667,2,7,2,
5bafd12a70f8df0001be84a7,S-task12,nodeLink,0,3.9,7,4,5,600
5bafd12a70f8df0001be84a7,S-task16,nodeLink,1,3.4,15,5,4,It's surprising that there are users (Marc Alex) who have few tweets and many followers.
5bafd12a70f8df0001be84a7,S-task15,nodeLink,1,3.4833333333333334,5,4,5,
5bafd12a70f8df0001be84a7,S-task04,nodeLink,1,2.1166666666666667,0,7,2,
5bafd12a70f8df0001be84a7,S-task05,nodeLink,1,0.65,12,7,2,
5bafd12a70f8df0001be84a7,S-task10,nodeLink,1,1.4333333333333333,8,7,2,
5bafd12a70f8df0001be84a7,S-task13,nodeLink,1,1.3166666666666667,6,6,3,
5bb4212e78330e000177ef69,S-task11,adjMatrix,1,1.7333333333333334,6,6,3,
5bb4212e78330e000177ef69,S-task13,adjMatrix,1,1.6666666666666667,14,1,6,
5bb4212e78330e000177ef69,S-task04,adjMatrix,1,1.3666666666666667,13,7,2,
5bb4212e78330e000177ef69,S-task06,adjMatrix,1,1.7,11,6,2,
5bb4212e78330e000177ef69,S-task02,adjMatrix,1,1.35,7,7,2,
5bb4212e78330e000177ef69,S-task07,adjMatrix,1,5.366666666666666,3,2,6,
5bb4212e78330e000177ef69,S-task14,adjMatrix,0,1.9666666666666666,12,2,7,
5bb4212e78330e000177ef69,S-task08,adjMatrix,1,3.783333333333333,4,4,2,
5bb4212e78330e000177ef69,S-task12,adjMatrix,0,4.116666666666666,5,5,3,700
5bb4212e78330e000177ef69,S-task16,adjMatrix,1,0.6333333333333333,15,1,7,I didn't find anything surprising. 
5bb4212e78330e000177ef69,S-task05,adjMatrix,1,0.9833333333333333,8,7,2,
5bb4212e78330e000177ef69,S-task10,adjMatrix,0.25,1.3166666666666667,10,6,2,
5bb4212e78330e000177ef69,S-task15,adjMatrix,0,7.85,1,2,6,
5bb4212e78330e000177ef69,S-task01,adjMatrix,1,0.85,2,6,2,
5bb4212e78330e000177ef69,S-task09,adjMatrix,1,1.15,0,6,1,4
5bb4212e78330e000177ef69,S-task03,adjMatrix,0,3.2,9,2,6,
5bc546d2614ed50001e678ea,S-task14,adjMatrix,1,1.65,1,6,3,
5bc546d2614ed50001e678ea,S-task03,adjMatrix,1,1.8166666666666667,6,3,5,
5bc546d2614ed50001e678ea,S-task01,adjMatrix,1,0.36666666666666664,5,7,1,
5bc546d2614ed50001e678ea,S-task11,adjMatrix,1,0.8666666666666667,11,6,2,
5bc546d2614ed50001e678ea,S-task16,adjMatrix,1,1.1166666666666667,15,6,3,North Americans typically tweet more and have more followers than Europeans
5bc546d2614ed50001e678ea,S-task06,adjMatrix,1,0.4666666666666667,14,6,1,
5bc546d2614ed50001e678ea,S-task02,adjMatrix,1,0.4,8,7,1,
5bc546d2614ed50001e678ea,S-task05,adjMatrix,1,2.3333333333333335,0,5,5,
5bc546d2614ed50001e678ea,S-task12,adjMatrix,0.4354258996536755,0.9,9,1,6,700
5bc546d2614ed50001e678ea,S-task15,adjMatrix,1,1.55,13,5,4,
5bc546d2614ed50001e678ea,S-task09,adjMatrix,1,0.4666666666666667,4,7,1,4
5bc546d2614ed50001e678ea,S-task10,adjMatrix,0.75,1.9,3,5,4,
5bc546d2614ed50001e678ea,S-task04,adjMatrix,1,0.48333333333333334,2,7,2,
5bc546d2614ed50001e678ea,S-task07,adjMatrix,1,1.3833333333333333,12,6,2,
5bc546d2614ed50001e678ea,S-task13,adjMatrix,0,1.7333333333333334,10,2,5,
5bc546d2614ed50001e678ea,S-task08,adjMatrix,1,0.8,7,6,3,
5bd1b30a65466500010241de,S-task15,nodeLink,1,0.6333333333333333,11,5,3,
5bd1b30a65466500010241de,S-task02,nodeLink,0,1.3333333333333333,10,5,5,
5bd1b30a65466500010241de,S-task09,nodeLink,1,0.43333333333333335,12,7,1,4
5bd1b30a65466500010241de,S-task03,nodeLink,0,1.8333333333333333,5,5,6,
5bd1b30a65466500010241de,S-task04,nodeLink,1,0.35,3,7,1,
5bd1b30a65466500010241de,S-task05,nodeLink,1,0.6,2,7,4,
5bd1b30a65466500010241de,S-task10,nodeLink,1,0.7166666666666667,6,7,2,
5bd1b30a65466500010241de,S-task07,nodeLink,0.5,1.9333333333333333,8,5,4,
5bd1b30a65466500010241de,S-task06,nodeLink,0,0.65,1,6,5,
5bd1b30a65466500010241de,S-task01,nodeLink,1,0.6166666666666667,9,7,1,
5bd1b30a65466500010241de,S-task08,nodeLink,0.5,1.6333333333333333,13,5,5,
5bd1b30a65466500010241de,S-task16,nodeLink,1,2.933333333333333,15,1,7,There are so many people and institutions in this that I cannot really find anything interesting. Some people like Viau seem to have many followers but little interactions.
5bd1b30a65466500010241de,S-task11,nodeLink,1,0.35,14,7,1,
5bd1b30a65466500010241de,S-task13,nodeLink,1,0.85,7,7,2,
5bd1b30a65466500010241de,S-task14,nodeLink,1,1.2333333333333334,0,7,4,
5bd1b30a65466500010241de,S-task12,nodeLink,0,2.2,4,2,7,700
5bd869bf92162c00019c1a54,S-task05,adjMatrix,1,1.3666666666666667,13,6,2,
5bd869bf92162c00019c1a54,S-task02,adjMatrix,1,0.7333333333333333,1,6,1,
5bd869bf92162c00019c1a54,S-task12,adjMatrix,0.3884332075012125,1.3333333333333333,7,2,4,900
5bd869bf92162c00019c1a54,S-task07,adjMatrix,1,1.2333333333333334,10,6,4,
5bd869bf92162c00019c1a54,S-task11,adjMatrix,1,0.5666666666666667,4,5,3,
5bd869bf92162c00019c1a54,S-task14,adjMatrix,1,0.6,8,6,3,
5bd869bf92162c00019c1a54,S-task15,adjMatrix,0,0.8666666666666667,11,3,5,
5bd869bf92162c00019c1a54,S-task03,adjMatrix,0,2.3333333333333335,3,4,5,
5bd869bf92162c00019c1a54,S-task06,adjMatrix,1,0.5833333333333334,2,6,3,
5bd869bf92162c00019c1a54,S-task08,adjMatrix,1,0.8833333333333333,9,5,4,
5bd869bf92162c00019c1a54,S-task09,adjMatrix,1,0.7166666666666667,6,6,2,4
5bd869bf92162c00019c1a54,S-task01,adjMatrix,1,0.23333333333333334,12,7,1,
5bd869bf92162c00019c1a54,S-task16,adjMatrix,1,2.533333333333333,15,4,4,EVis19 has a lot of interactions despite being a relatively new account. EVision has a lot of tweets but hardly any interactions or followers. Jeffrey has a lot of interactions and the most followers but not alot of tweets
5bd869bf92162c00019c1a54,S-task04,adjMatrix,0.75,0.75,5,3,4,
5bd869bf92162c00019c1a54,S-task13,adjMatrix,1,1.1333333333333333,0,3,4,
5bd869bf92162c00019c1a54,S-task10,adjMatrix,1,1.0833333333333333,14,5,3,
5be094f99da2d300010c8f62,S-task10,adjMatrix,1,1.6666666666666667,12,5,3,
5be094f99da2d300010c8f62,S-task04,adjMatrix,1,0.7166666666666667,8,4,3,
5be094f99da2d300010c8f62,S-task14,adjMatrix,1,1.2833333333333334,10,5,3,
5be094f99da2d300010c8f62,S-task16,adjMatrix,1,6.683333333333334,15,6,4,MViews is one of the most recent accounts and has tweeted only ten times but is also third place in number of followers which means that it can be paying for publicity or followers (or relies on an external network to have such a following).
